as_of_date,ticker,company_name,sector,price,fair_value_bear,fair_value_base,fair_value_bull,base_upside,dispersion,quality_score,opportunity_score,confidence_score,confidence,data_completeness,methods_used,pe,pb,dcf,comps,roe,net_margin,ebitda_margin,fcf_margin,debt_equity,eps_growth,revenue_growth,beta,discount_rate,discount_rate_source
2026-09-26,HRHO,,Financials,24.229166666666668,16.758095116318284,23.861185604079125,30.964276091839963,-0.015187524509202101,0.5953677747300662,41.1,54.5,78.3,High,90,2,8.940651906519065,0.9630034446210918,,,0.0835496711664936,0.1375846099038119,,-0.644032775204845,1.2658142956040153,-0.171166464313675,-0.26441853321546793,,0.25,Fallback
2026-09-26,IFAP,,Consumer,20.068772748295764,17.058456836051395,20.06877274829576,23.079088660540123,-1.77026952437946e-16,,52.1,60.6,90.4,High,100,1,19.11311690313882,2.372195360318648,,,0.10806686377075278,0.1838893188854489,0.009063467492260061,-0.14082430340557275,0.10363657038890152,-0.43585286067791673,-0.2682833152919072,,0.25,Fallback
2026-09-26,IRON,,Materials & Chemicals,28.140898993724857,22.465006664243305,26.429419604992123,30.39383254574094,-0.06081822009717518,,55.0,57.2,80.0,High,80,1,14.733454970536576,,,,-0.2761778171614237,0.8337048595630852,,-0.12462327240303166,,,-0.06300527015577218,,0.25,Fallback
2026-09-26,ISMQ,,Materials & Chemicals,8.578418827479604,1.907292816191791,6.177639146892477,6.177639146892477,-0.2798627263216165,0.8336157580044938,72.0,56.7,82.6,Medium,90,3,16.820429073489418,11.914470593721672,1.907292816191791,6.177639146892477,0.705055020143209,0.4716952380952381,0.6129238095238095,0.3292,,-0.4707968095281341,-0.41710908281498027,,0.25,Fallback
2026-09-26,ISPH,,Healthcare,11.643564356435643,14.304230057260746,16.42441335419801,18.544596651135276,0.4106001265085025,0.25817461497282096,36.7,65.8,85.4,High,100,2,13.539028321436795,3.7439113686288246,,18.544596651135276,0.342365317182021,0.012932903039352633,0.0435311401184914,-0.0076688261644429455,8.809690787376475,-0.23864913425596923,-0.23517463251945003,,0.25,Fallback
2026-09-26,JUFO,,Unclassified,26.0,20.368271494682148,23.429636407772676,26.49100132086321,-0.09886013816258937,0.26132415030349654,52.2,57.7,88.5,High,100,2,17.105263157894736,4.377104377104377,,26.49100132086321,0.2871196522534889,0.0749320834701615,0.14893871092933694,-0.013494044242768009,0.9712880347746511,-0.2502926259182173,-0.23448350418932318,,0.25,Fallback
2026-09-26,KORA,,Energy & Utilities,6.702222222222222,,,,,,,,40.5,Low,10,0,,,,,,,,,,,,,0.25,Fallback
2026-09-26,MASR,,Unclassified,7.434579439252335,16.235658067088817,17.229950491691685,18.224242916294553,1.3175420523079957,0.11541442618564898,62.5,88.5,91.6,High,100,2,5.466602528862011,1.241165181845131,,16.235658067088817,0.2586765386395187,0.27822480298631275,0.34848610535047697,0.007726254666113646,0.5468918710473546,-0.374710855892899,-0.2864448751202776,,0.25,Fallback
2026-09-26,MBSC,,Materials & Chemicals,329.9086757990868,129.8572416187259,483.2039212797731,483.2039212797731,0.4646596368203502,1.6590842576163702,72.0,76.3,86.9,Medium,100,3,4.900604215672709,3.6554977927876653,129.8572416187259,483.2039212797731,0.8946037099494097,0.704515272244356,0.4897078353253652,0.1636570385126162,0.02948566610455312,-0.5106004796492751,-0.2857230888149712,,0.25,Fallback
2026-09-26,MCQE,,Materials & Chemicals,206.5625,122.06561023085123,374.85496183206106,374.85496183206106,0.81472901340786,0.7023509559838101,78.8,87.7,90.5,Medium,100,3,7.625046142488003,5.542326267775691,122.06561023085123,385.345351028874,0.5785491766800178,0.2451442579671884,0.3969451254007166,0.2049783141617952,0.06466399643969738,-0.4379086311330551,-0.24933686303131486,,0.25,Fallback
2026-09-26,MFPC,,Materials & Chemicals,46.96864111498258,13.58321378760423,59.747060507913154,59.747060507913154,0.2720627867782696,1.0140282936247504,77.0,73.0,87.9,Medium,100,3,8.762806178168391,2.9916331920371073,13.58321378760423,59.747060507913154,0.3417077613399085,0.4562522244631629,0.5853600664372998,0.21167991458061455,0.0028677417921720203,-0.2217747310497592,-0.2117838483651664,,0.25,Fallback
2026-09-26,MHOT,,Travel & Leisure,18.88888888888889,8.92488110599913,13.633433566811316,13.633433566811316,-0.27822998763940093,0.5034491595978492,90.4,64.2,94.3,High,100,3,13.687600644122385,4.01037980655815,8.92488110599913,15.788621777643396,0.39490616621983915,0.7372372372372372,0.9324324324324325,0.511011011011011,0.2488230563002681,,-0.4990387382443524,,0.25,Fallback
